slug,name,city,state,address,full_address
loves-park,Mister Car Wash Loves Park,Loves Park,IL,7422 E Riverside Blvd,"7422 E Riverside Blvd, Loves Park, IL"
kimber,Mister Car Wash Kimber,Machesney Park,IL,9733 N Alpine Rd,"9733 N Alpine Rd, Machesney Park, IL"
state-st,Mister Car Wash State St,Rockford,IL,3708 E State St,"3708 E State St, Rockford, IL"
annapolis,Mister Car Wash Annapolis,Edgewater,MD,2473 Solomons Island Rd,"2473 Solomons Island Rd, Edgewater, MD"
severna,Mister Car Wash Severna,Millersville,MD,8562 Veterans Highway,"8562 Veterans Highway, Millersville, MD"
waterford-2554,Mister Car Wash Waterford,Waterford Twp,MI,4187 Highland Rd,"4187 Highland Rd, Waterford Twp, MI"
mount-clemens-2567,Mister Car Wash Mount Clemens,Mount Clemens,MI,54 N Groesbeck Hwy,"54 N Groesbeck Hwy, Mount Clemens, MI"
new-baltimore-2537,Mister Car Wash New Baltimore,New Baltimore,MI,29300 23 Mile Rd,"29300 23 Mile Rd, New Baltimore, MI"
clarkston-2538,Mister Car Wash Clarkston,Grand Rapids,MI,6440 Dixie Hwy,"6440 Dixie Hwy, Grand Rapids, MI"
argyle-2570,Mister Car Wash Argyle,Jackson,MI,951 N West Ave,"951 N West Ave, Jackson, MI"
latson-1495,Mister Car Wash Latson,Howell,MI,1015 S Latson Rd,"1015 S Latson Rd, Howell, MI"
frenchtown,Mister Car Wash Frenchtown,Monroe,MI,1910 N Telegraph,"1910 N Telegraph, Monroe, MI"
ford-rd,Mister Car Wash Ford Rd,Canton,MI,2104 Haggerty Road N,"2104 Haggerty Road N, Canton, MI"
holland,Mister Car Wash Holland,Holland,MI,594 E 16th St,"594 E 16th St, Holland, MI"
leonard,Mister Car Wash Leonard,Grand Rapids,MI,1325 Leonard St Nw,"1325 Leonard St Nw, Grand Rapids, MI"
fuller-street,Mister Car Wash Fuller Street,Grand Rapids,MI,340 Fuller Ave Ne,"340 Fuller Ave Ne, Grand Rapids, MI"
28th-street,Mister Car Wash 28th Street,Grand Rapids,MI,3797 28th St Se,"3797 28th St Se, Grand Rapids, MI"
center-ave,Mister Car Wash Center Ave,Essexville,MI,2921 Center Ave,"2921 Center Ave, Essexville, MI"
wilder,Mister Car Wash Wilder,Bay City,MI,3631 Wilder Rd,"3631 Wilder Rd, Bay City, MI"
n-union,Mister Car Wash N. Union,Bay City,MI,901 N Euclid Ave,"901 N Euclid Ave, Bay City, MI"
bay-road,Mister Car Wash Bay Road,Saginaw,MI,3475 Bay Road,"3475 Bay Road, Saginaw, MI"
lawndale,Mister Car Wash Lawndale,Saginaw,MI,6075 State Street,"6075 State Street, Saginaw, MI"
cinema,Mister Car Wash Cinema,Midland,MI,525 Joe Mann Blvd,"525 Joe Mann Blvd, Midland, MI"
pickard,Mister Car Wash Pickard,Mount Pleasant,MI,5190 E Pickard Street,"5190 E Pickard Street, Mount Pleasant, MI"
craig-hill,Mister Car Wash Craig Hill,Mount Pleasant,MI,430 S Mission St,"430 S Mission St, Mount Pleasant, MI"
lansing,Mister Car Wash Lansing,Lansing,MI,6008 W Saginaw Hwy,"6008 W Saginaw Hwy, Lansing, MI"
grand-ledge,Mister Car Wash Grand Ledge,Grand Ledge,MI,940 Saginaw Hwy,"940 Saginaw Hwy, Grand Ledge, MI"
greenville,Mister Car Wash Greenville,Greenville,MI,725 N Lafayette St,"725 N Lafayette St, Greenville, MI"
cascade,Mister Car Wash Cascade,Grand Rapids,MI,6771 Old 28th St Se,"6771 Old 28th St Se, Grand Rapids, MI"
10-mile,Mister Car Wash 10 Mile,Rockford,MI,2775 10 Mile Rd Ne,"2775 10 Mile Rd Ne, Rockford, MI"
beltline,Mister Car Wash Beltline,Grand Rapids,MI,2205 E Beltline Ave Ne,"2205 E Beltline Ave Ne, Grand Rapids, MI"
plainfield,Mister Car Wash Plainfield,Grand Rapids,MI,3752 Plainfield Ave Ne,"3752 Plainfield Ave Ne, Grand Rapids, MI"
woodland,Mister Car Wash Woodland,Grand Rapids,MI,2730 28th St Se,"2730 28th St Se, Grand Rapids, MI"
junior,Mister Car Wash Junior,Grand Rapids,MI,1000 28th St Se,"1000 28th St Se, Grand Rapids, MI"
kalamazoo,Mister Car Wash Kalamazoo,Grand Rapids,MI,6700 Kalamazoo Ave Se,"6700 Kalamazoo Ave Se, Grand Rapids, MI"
44th-street,Mister Car Wash 44th Street,Grand Rapids,MI,604 44th St Se,"604 44th St Se, Grand Rapids, MI"
alpine,Mister Car Wash Alpine,Comstock Park,MI,3755 Alpine Ave Nw,"3755 Alpine Ave Nw, Comstock Park, MI"
wyoming,Mister Car Wash Wyoming,Wyoming,MI,1259 28th St Sw,"1259 28th St Sw, Wyoming, MI"
byron-center,Mister Car Wash Byron Center,Byron Center,MI,294 84th Street,"294 84th Street, Byron Center, MI"
walker,Mister Car Wash Walker,Grand Rapids,MI,4260 Lake Michigan Dr Nw,"4260 Lake Michigan Dr Nw, Grand Rapids, MI"
jenison,Mister Car Wash Jenison,Jenison,MI,325 Baldwin St,"325 Baldwin St, Jenison, MI"
stillwater,Mister Car Wash Stillwater,Stillwater,MN,14100 60th Street N,"14100 60th Street N, Stillwater, MN"
arden-hills,Mister Car Wash Arden Hills,Arden Hills,MN,3751 Lexington Ave N,"3751 Lexington Ave N, Arden Hills, MN"
maplewood,Mister Car Wash Maplewood,Maplewood,MN,3050 White Bear Ave,"3050 White Bear Ave, Maplewood, MN"
forest-lake,Mister Car Wash Forest Lake,Forest Lake,MN,1106 Broadway Ave W,"1106 Broadway Ave W, Forest Lake, MN"
flying-cloud,Mister Car Wash Flying Cloud,Eden Prairie,MN,8340 Crystal View Rd,"8340 Crystal View Rd, Eden Prairie, MN"
springbrook,Mister Car Wash Springbrook,Coon Rapids,MN,8501 Springbrook Dr,"8501 Springbrook Dr, Coon Rapids, MN"
duluth-heights,Mister Car Wash Duluth Heights,Duluth,MN,604 W Central Entrance,"604 W Central Entrance, Duluth, MN"
voyageur,Mister Car Wash Voyageur,Saint Cloud,MN,222 Lincoln Ave Se,"222 Lincoln Ave Se, Saint Cloud, MN"
ulysses,Mister Car Wash Ulysses,Blaine,MN,12311 Ulysses St Ne,"12311 Ulysses St Ne, Blaine, MN"
mankato,Mister Car Wash Mankato,Mankato,MN,1541 Madison Ave,"1541 Madison Ave, Mankato, MN"
minnetonka,Mister Car Wash Minnetonka,Minnetonka,MN,17600 Mn-7 Minnetonka,"17600 Mn-7 Minnetonka, Minnetonka, MN"
fridley,Mister Car Wash Fridley,Fridley,MN,7699 Hwy 65 Ne,"7699 Hwy 65 Ne, Fridley, MN"
jefferson-hwy,Mister Car Wash Jefferson Hwy,Champlin,MN,12218 Business Park Blvd N,"12218 Business Park Blvd N, Champlin, MN"
round-lake-blvd,Mister Car Wash Round Lake Blvd,Anoka,MN,3201 Round Lake Boulevard,"3201 Round Lake Boulevard, Anoka, MN"
riverside,Mister Car Wash Riverside,Saint Cloud,MN,1604 Crossings Loop,"1604 Crossings Loop, Saint Cloud, MN"
saint-cloud,Mister Car Wash Saint Cloud,Saint Cloud,MN,3104 West Division Street,"3104 West Division Street, Saint Cloud, MN"
rogers,Mister Car Wash Rogers,Rogers,MN,21421 S Diamond Lake Rd,"21421 S Diamond Lake Rd, Rogers, MN"
shoreview,Mister Car Wash Shoreview,Shoreview,MN,4595 Hodgson Road,"4595 Hodgson Road, Shoreview, MN"
cottage-grove,Mister Car Wash Cottage Grove,Cottage Grove,MN,8420 East Point Douglas Road,"8420 East Point Douglas Road, Cottage Grove, MN"
downtowner,Mister Car Wash Downtowner,Saint Paul,MN,520 7th St E,"520 7th St E, Saint Paul, MN"
roseville,Mister Car Wash Roseville,Roseville,MN,1555 West County Road B,"1555 West County Road B, Roseville, MN"
west-st-paul,Mister Car Wash West St. Paul,West Saint Paul,MN,110 Thompson Avenue East,"110 Thompson Avenue East, West Saint Paul, MN"
anoka,Mister Car Wash Anoka,Anoka,MN,700 East River Road,"700 East River Road, Anoka, MN"
columbia-heights,Mister Car Wash Columbia Heights,Columbia Heights,MN,4423 Central Ave Ne,"4423 Central Ave Ne, Columbia Heights, MN"
zane,Mister Car Wash Zane,Brooklyn Park,MN,5909 96th Lane North,"5909 96th Lane North, Brooklyn Park, MN"
river-road,Mister Car Wash River Road,Rochester,MN,3939 West River Pkwy Nw,"3939 West River Pkwy Nw, Rochester, MN"
brooklyn-park,Mister Car Wash Brooklyn Park,Brooklyn Park,MN,8508 Xylon Avenue North,"8508 Xylon Avenue North, Brooklyn Park, MN"
71st-street,Mister Car Wash 71st Street,Brooklyn Park,MN,7100 W Broadway Ave,"7100 W Broadway Ave, Brooklyn Park, MN"
41st-street,Mister Car Wash 41st Street,Rochester,MN,3223 41st Street Nw,"3223 41st Street Nw, Rochester, MN"
crossroads,Mister Car Wash Crossroads,Rochester,MN,333 Crossroads Dr Sw,"333 Crossroads Dr Sw, Rochester, MN"
plymouth,Mister Car Wash Plymouth,Plymouth,MN,11318 Highway 55,"11318 Highway 55, Plymouth, MN"
apple-valley,Mister Car Wash Apple Valley,Apple Valley,MN,15620 English Ave,"15620 English Ave, Apple Valley, MN"
st-louis-park,Mister Car Wash St. Louis Park,Saint Louis Park,MN,8650 Highway 7,"8650 Highway 7, Saint Louis Park, MN"
edina,Mister Car Wash Edina,Edina,MN,7711 Normandale Rd,"7711 Normandale Rd, Edina, MN"
st-cloud,Mister Car Wash St. Cloud,St Cloud,MN,Address Not Available,"Address Not Available, St Cloud, MN"
republic,Mister Car Wash Republic,Republic,MO,1358 Us Hwy 60,"1358 Us Hwy 60, Republic, MO"
rte-66,Mister Car Wash Route 66,Springfield,MO,1521 West Turner Street,"1521 West Turner Street, Springfield, MO"
mill-st,Mister Car Wash Mill St,Springfield,MO,350 N Eastgate Ave,"350 N Eastgate Ave, Springfield, MO"
sunshine,Mister Car Wash Sunshine,Springfield,MO,2323 E Sunshine St,"2323 E Sunshine St, Springfield, MO"
glenstone,Mister Car Wash Glenstone,Springfield,MO,1146 S Glenstone Ave,"1146 S Glenstone Ave, Springfield, MO"
battlefield,Mister Car Wash Battlefield,Springfield,MO,1240 E Battlefield St,"1240 E Battlefield St, Springfield, MO"
campbell,Mister Car Wash Campbell,Springfield,MO,4115 S Campbell Ave,"4115 S Campbell Ave, Springfield, MO"
kansas-expressway,Mister Car Wash Kansas Expressway,Springfield,MO,1737 South Kansas Expressway,"1737 South Kansas Expressway, Springfield, MO"
s-cox,Mister Car Wash S. Cox,Springfield,MO,1820 W Battlefield Rd,"1820 W Battlefield Rd, Springfield, MO"
stribling-lane,Mister Car Wash Stribling Lane,Brandon,MS,111 Stribling Lane,"111 Stribling Lane, Brandon, MS"
lakeland,Mister Car Wash Lakeland,Flowood,MS,3510 Lakeland Dr,"3510 Lakeland Dr, Flowood, MS"
richland,Mister Car Wash Richland,Richland,MS,109 E Harper St,"109 E Harper St, Richland, MS"
i-55,Mister Car Wash I-55,Jackson,MS,4782 I-55 N Frontage Rd,"4782 I-55 N Frontage Rd, Jackson, MS"
ridgeland,Mister Car Wash Ridgeland,Ridgeland,MS,110 Lake Harbour Dr,"110 Lake Harbour Dr, Ridgeland, MS"
meadowbrook,Mister Car Wash Meadowbrook,Meadowbrook,MS,240 Meadowbrook Rd,"240 Meadowbrook Rd, Meadowbrook, MS"
clinton,Mister Car Wash Clinton,Clinton,MS,1023 Hampstead Blvd,"1023 Hampstead Blvd, Clinton, MS"
hwy-39,Mister Car Wash Hwy 39,Meridian,MS,1716 Hwy 39,"1716 Hwy 39, Meridian, MS"
fiesta-park,Mister Car Wash Fiesta Park,Albuquerque,NM,4709 Alameda Blvd Ne,"4709 Alameda Blvd Ne, Albuquerque, NM"
montoya,Mister Car Wash Montoya,Rio Rancho,NM,7941 Montoya Rd,"7941 Montoya Rd, Rio Rancho, NM"
rio-bravo,Mister Car Wash Rio Bravo,Albuquerque,NM,3155 Avanzando Rd Sw,"3155 Avanzando Rd Sw, Albuquerque, NM"
sonoma-ranch,Mister Car Wash Sonoma Ranch,Las Cruces,NM,189 N Sonoma Ranch Blvd,"189 N Sonoma Ranch Blvd, Las Cruces, NM"
gibson,Mister Car Wash Gibson,Albuquerque,NM,2020 Gibson Blvd Se,"2020 Gibson Blvd Se, Albuquerque, NM"
los-lunas,Mister Car Wash Los Lunas,Los Lunas,NM,1503 Main St Sw,"1503 Main St Sw, Los Lunas, NM"
southern,Mister Car Wash Southern,Rio Rancho,NM,2410 Southern Blvd Se,"2410 Southern Blvd Se, Rio Rancho, NM"
bernalillo,Mister Car Wash Bernalillo,Bernalillo,NM,324 W Highway 550,"324 W Highway 550, Bernalillo, NM"
snow-heights,Mister Car Wash Snow Heights,Albuquerque,NM,9516 Snow Heights Circle N E,"9516 Snow Heights Circle N E, Albuquerque, NM"
san-pedro,Mister Car Wash San Pedro,Albuquerque,NM,8100 San Pedro N E,"8100 San Pedro N E, Albuquerque, NM"
san-mateo,Mister Car Wash San Mateo,Albuquerque,NM,5215 San Mateo N E,"5215 San Mateo N E, Albuquerque, NM"
homestead,Mister Car Wash Homestead,Albuquerque,NM,4200 San Mateo Blvd Ne,"4200 San Mateo Blvd Ne, Albuquerque, NM"
valencia,Mister Car Wash Valencia,Albuquerque,NM,6016 Central Ave Se,"6016 Central Ave Se, Albuquerque, NM"
central-ave,Mister Car Wash Central Ave,Albuquerque,NM,5308 Central Ave Se,"5308 Central Ave Se, Albuquerque, NM"
highway-528,Mister Car Wash Highway 528,Albuquerque,NM,3625 Hwy 528 N W,"3625 Hwy 528 N W, Albuquerque, NM"
rio-rancho,Mister Car Wash Rio Rancho,Rio Rancho,NM,2421 New Mexico Hwy 528 Se,"2421 New Mexico Hwy 528 Se, Rio Rancho, NM"
2nd-street,Mister Car Wash 2nd Street,Albuquerque,NM,2300 N 4th St Nw,"2300 N 4th St Nw, Albuquerque, NM"
pinon-hills,Mister Car Wash Pinon Hills,Farmington,NM,5530 E Main St,"5530 E Main St, Farmington, NM"
coors-blvd,Mister Car Wash Coors Blvd,Albuquerque,NM,3101 Coors Blvd Nw,"3101 Coors Blvd Nw, Albuquerque, NM"
e-20th,Mister Car Wash E. 20th,Farmington,NM,2609 E 20th Street,"2609 E 20th Street, Farmington, NM"
volcano,Mister Car Wash Volcano,Albuquerque,NM,201 98th St Nw,"201 98th St Nw, Albuquerque, NM"
west-main,Mister Car Wash West Main,Farmington,NM,1309 W Main St,"1309 W Main St, Farmington, NM"
lujan,Mister Car Wash Lujan,Las Cruces,NM,543 S Lujan St,"543 S Lujan St, Las Cruces, NM"
rinconada,Mister Car Wash Rinconada,Las Cruces,NM,3501 Northrise Dr,"3501 Northrise Dr, Las Cruces, NM"
main-st,Mister Car Wash Main St.,Las Cruces,NM,2935 N Main St,"2935 N Main St, Las Cruces, NM"
jonestown,Mister Car Wash Jonestown,Harrisburg,PA,5390 Jonestown Road,"5390 Jonestown Road, Harrisburg, PA"
lincoln-hwy,Mister Car Wash Lincoln Hwy,Lancaster,PA,2175 Lincoln Hwy,"2175 Lincoln Hwy, Lancaster, PA"
reading,Mister Car Wash Reading,Reading,PA,600 Revere Blvd,"600 Revere Blvd, Reading, PA"
ephrata,Mister Car Wash Ephrata,Ephrata,PA,825 West Main Street,"825 West Main Street, Ephrata, PA"
lancaster,Mister Car Wash Lancaster,Lancaster,PA,1417 Manheim Pike,"1417 Manheim Pike, Lancaster, PA"
